cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,tflops,bw,_tag
256,1024,3072,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,45.814099999999996,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3,0.0%,47.6451,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2,0.0%,93.4592,0,413.6,6563.47,
256,2048,3072,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,57.249700000000004,flydsl_moe1_afp4_wfp4_bf16_t128x128x256,0.0%,72.0936,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_persist_sbm128,0.0%,129.3433,0,597.71,4815.51,
256,4096,3072,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,82.41290000000001,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_bnt0_xcd4,0.0%,126.4326,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_persist,0.0%,208.8455,0,740.35,3072.74,
256,8192,3072,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,127.5673,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_bnt0_xcd4,0.0%,221.4306,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce,0.0%,348.9979,0,886.07,1946.94,
256,16384,3072,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,213.5913,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_bnt0_xcd4,0.0%,418.5491,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce,0.0%,632.1404,0,978.38,1194.31,
256,32768,3072,256,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,383.483,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_bnt0_xcd4,0.0%,816.482,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce,0.0%,1199.965,0,1030.82,755.0,
256,1,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,14.2566,flydsl_moe1_afp4_wfp4_bf16_t64x64x256_w4_fp4,0.8%,11.5331,flydsl_moe2_afp4_wfp4_bf16_t64x128x128_atomic_bnt2_xcd4,0.1%,25.7897,0,2.2,35129.49,
256,2,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,14.6814,flydsl_moe1_afp4_wfp4_bf16_t64x64x256_w4_bnt0_fp4,0.6%,11.8477,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_atomic_bnt2_persist_sbm64,0.1%,26.5291,0,4.27,34150.73,
256,4,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,14.578,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w4_bnt0_fp4,0.6%,12.3339,flydsl_moe2_afp4_wfp4_bf16_t32x128x128_atomic_bnt2,0.1%,26.9119,0,8.42,33665.65,
256,8,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,17.2628,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_bnt0_fp4,0.6%,14.5125,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_atomic,0.1%,31.7753,0,14.26,28514.08,
256,16,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,30.1417,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3,0.0%,19.3946,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_atomic,0.1%,49.5363,0,18.29,18291.98,
256,32,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,39.5342,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3,0.0%,26.271,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_atomic_bnt2,0.1%,65.8052,0,27.53,13771.93,
256,64,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,51.2411,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3,0.0%,33.6009,flydsl_moe2_afp4_wfp4_bf16_t32x128x128_atomic_persist,0.1%,84.842,0,42.71,10685.27,
256,128,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,53.5896,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_fp4,0.8%,38.2497,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_atomic_bnt2_sbm64,0.1%,91.8393,0,78.92,9877.57,
256,256,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,55.2609,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_fp4,0.8%,40.0961,flydsl_moe2_afp4_wfp4_bf16_t32x256x128_atomic_bnt2_sbm64,0.1%,95.357,0,152.01,9525.56,
256,512,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,60.1925,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2,0.0%,42.975,flydsl_moe2_afp4_wfp4_bf16_t32x128x128_atomic_bnt2,0.1%,103.1675,0,281.01,8827.28,
256,1024,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,64.6613,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3,0.0%,61.6333,flydsl_moe2_afp4_wfp4_bf16_t32x128x128_atomic_sbm64,0.1%,126.2946,0,459.1,7248.19,
256,2048,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,80.4055,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w2,0.0%,91.7581,flydsl_moe2_afp4_wfp4_bf16_t64x256x128_reduce_persist_sbm128,0.0%,172.1636,0,673.57,5371.89,
256,4096,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,120.3309,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_bnt0_xcd4,0.0%,155.6247,flydsl_moe2_afp4_wfp4_bf16_t64x256x128_reduce_persist,0.0%,275.9556,0,840.45,3419.82,
256,8192,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,187.9358,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_bnt0_xcd4,0.0%,276.7236,flydsl_moe2_afp4_wfp4_bf16_t64x256x128_reduce,0.0%,464.6594,0,998.27,2112.23,
256,16384,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,312.4787,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_bnt0_xcd4,0.0%,526.4592,flydsl_moe2_afp4_wfp4_bf16_t64x256x128_reduce_persist,0.0%,838.9379,0,1105.82,1259.88,
256,32768,3072,384,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,551.7283,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_bnt0_xcd4,0.0%,1025.3113,flydsl_moe2_afp4_wfp4_bf16_t64x256x128_reduce_persist,0.0%,1577.0396,0,1176.52,765.97,
256,1,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,14.8353,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w4,0.0%,7.6223,moe_ck2stages_gemm2_256x32x128x128_1x4_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.5%,22.4576,0,5.04,80683.09,
256,2,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,15.9369,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4_bnt0,0.0%,9.6064,moe_ck2stages_gemm2_256x32x128x128_1x4_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,0.4%,25.5433,0,8.87,70936.71,
256,4,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,20.1916,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w2_bnt0,0.0%,14.3392,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic,0.4%,34.5308,0,13.12,52474.2,
256,8,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,31.6611,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4,0.0%,20.1124,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic,0.4%,51.7735,0,17.5,34998.85,
256,16,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,50.8717,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3,0.0%,29.5543,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic,0.3%,80.426,0,22.53,22531.11,
256,32,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,70.4671,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4,0.0%,41.4032,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic,0.4%,111.8703,0,32.39,16199.42,
256,64,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,92.4827,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w4_fp4,17.4%,54.461,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_persist_sbm32,0.4%,146.9437,0,49.32,12334.85,
256,128,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,99.1837,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w4_fp4,17.8%,61.3148,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_sbm32,0.4%,160.4985,0,90.32,11296.8,
256,256,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,101.8754,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_fp4,18.0%,62.3209,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_persist_sbm32,0.4%,164.1963,0,176.56,11049.57,
256,512,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,103.3035,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_fp4,17.9%,67.4932,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic,0.4%,170.7967,0,339.48,10636.38,
256,1024,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,117.2095,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4,0.0%,83.6869,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_persist,0.4%,200.8964,0,577.23,9066.25,
256,2048,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,154.01600000000002,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w4,0.0%,118.6657,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_sbm128,0.4%,272.6817,0,850.55,6714.11,
256,4096,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,225.759,moe_ck2stages_gemm1_256x128x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0%,197.3883,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_sbm128,0.0%,423.1473,0,1096.21,4371.26,
256,8192,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,372.9222,flydsl_moe1_afp4_wfp4_bf16_t64x64x256_w4_bnt0,0.0%,365.3342,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce,0.0%,738.2564,0,1256.63,2556.61,
256,16384,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,619.2387000000001,flydsl_moe1_afp4_wfp4_bf16_t64x64x256_w4_bnt0,0.0%,682.629,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce,0.0%,1301.8677,0,1425.2,1507.78,
256,32768,3072,768,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,1079.7018,moe_ck2stages_gemm1_256x128x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0%,1306.6176,flydsl_moe2_afp4_wfp4_bf16_t128x128x256_reduce_persist,0.0%,2386.3194,0,1555.05,885.85,
256,1,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,16.3186,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4,0.0%,9.2725,moe_ck2stages_gemm2_256x32x128x128_1x4_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,1.2%,25.5911,0,8.85,141607.35,
256,2,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,20.0622,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4,0.0%,14.9386,moe_ck2stages_gemm2_256x32x128x128_1x4_MulABScaleExpertWeightShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight1_FP4X2_FP4X2_B16,1.3%,35.0008,0,12.94,103537.55,
256,4,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,27.3858,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4_fp4,19.4%,20.3684,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic,1.2%,47.7542,0,18.97,75886.84,
256,8,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,48.5723,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w4_fp4,19.4%,33.1983,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic,1.1%,81.7706,0,22.16,44318.53,
256,16,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,88.1776,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3,0.0%,51.9006,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic,1.2%,140.0782,0,25.87,25871.45,
256,32,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,131.8303,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w4,0.0%,75.0333,flydsl_moe2_afp4_wfp4_bf16_t16x256x256_atomic_sbm32,1.1%,206.8636,0,35.04,17519.63,
256,64,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,179.33669999999998,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w4,0.0%,101.3682,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_persist_sbm32,1.2%,280.7049,0,51.64,12912.02,
256,128,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,194.1204,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w3_fp4,18.2%,114.4731,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_sbm32,1.2%,308.5935,0,93.95,11747.03,
256,256,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,198.7877,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w4_fp4,18.1%,118.0959,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic,1.2%,316.8836,0,182.98,11443.44,
256,512,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,202.3344,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2_fp4,18.1%,120.9485,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic,1.2%,323.2829,0,358.71,11224.22,
256,1024,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,213.101,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_fp4,18.0%,135.3613,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_persist,1.2%,348.4623,0,665.58,10426.71,
256,2048,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,292.03860000000003,flydsl_moe1_afp4_wfp4_bf16_t128x128x256,0.0%,183.7217,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_sbm128,1.2%,475.7603,0,974.98,7656.7,
256,4096,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,416.9723,moe_ck2stages_gemm1_256x128x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0%,283.5614,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_sbm128,1.2%,700.5337,0,1324.29,5226.91,
256,8192,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,652.3389,moe_ck2stages_gemm1_256x128x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0%,516.9253,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_sbm128,1.2%,1169.2642,0,1586.83,3163.85,
256,16384,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,1101.1593,moe_ck2stages_gemm1_256x128x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0%,1001.7505,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_persist_sbm128,1.2%,2102.9098,0,1764.63,1795.07,
256,32768,3072,1536,256,8,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,2010.7428,moe_ck2stages_gemm1_256x128x128x128_1x4_MulABScaleShuffled_v3_Nswizzle0_Quant3_MulRoutedWeight0_silu_FP4X2_FP4X2_B16,0.0%,2008.0011,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_persist_sbm128,1.2%,4018.7439,0,1846.77,976.89,
