gfx,cu_num,M,N,K,q_dtype_w,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,16,6144,2048,torch.float8_e4m3fn,flydsl,1,0,5.4296,flydsl_bpreshuflle_16x64x512_F8_F8_B16_0x0x0x2_default,74.16,2359.71,0.0
gfx950,256,16,6144,3072,torch.float8_e4m3fn,ck,10,0,6.0632,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,99.61,3153.47,0.0
gfx950,256,16,6144,6144,torch.float8_e4m3fn,ck,10,0,10.3665,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,116.53,3669.86,0.0
gfx950,256,32,6144,2048,torch.float8_e4m3fn,flydsl,905,0,5.4891,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x3x4x2_default,146.71,2375.92,0.0
gfx950,256,32,6144,3072,torch.float8_e4m3fn,flydsl,677,0,7.1026,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x2x4x2_default,170.07,2726.59,0.0
gfx950,256,32,6144,6144,torch.float8_e4m3fn,flydsl,677,0,11.3922,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x2x4x2_default,212.07,3365.33,0.0
gfx950,256,64,6144,2048,torch.float8_e4m3fn,flydsl,2175,0,6.0687,flydsl_bpreshuflle_32x64x512_F8_F8_B16_0x4x4x1_default,265.4,2224.6,0.0
gfx950,256,64,6144,3072,torch.float8_e4m3fn,flydsl,444,0,7.9618,flydsl_bpreshuflle_32x64x512_F8_F8_B16_1x1x4x2_default,303.44,2494.09,0.0
gfx950,256,64,6144,6144,torch.float8_e4m3fn,flydsl,1228,0,12.6666,flydsl_bpreshuflle_32x64x512_F8_F8_B16_0x0x4x1_default,381.46,3073.31,0.0
gfx950,256,128,6144,2048,torch.float8_e4m3fn,flydsl,926,0,7.8205,flydsl_bpreshuflle_64x64x256_F8_F8_B16_1x3x4x2_default,411.9,1843.61,0.0
gfx950,256,128,6144,3072,torch.float8_e4m3fn,flydsl,456,0,10.6442,flydsl_bpreshuflle_64x64x256_F8_F8_B16_1x1x4x2_default,453.94,1957.92,0.0
gfx950,256,128,6144,6144,torch.float8_e4m3fn,flydsl,1129,0,18.4213,flydsl_bpreshuflle_64x64x256_F8_F8_B16_1x4x4x2_default,524.59,2177.26,0.0
gfx950,256,256,6144,2048,torch.float8_e4m3fn,flydsl,210,0,9.3846,flydsl_bpreshuflle_64x128x256_F8_F8_B16_1x0x4x2_default,686.49,1731.87,0.0
gfx950,256,256,6144,3072,torch.float8_e4m3fn,flydsl,210,0,12.6243,flydsl_bpreshuflle_64x128x256_F8_F8_B16_1x0x4x2_default,765.48,1806.56,0.0
gfx950,256,256,6144,6144,torch.float8_e4m3fn,flydsl,210,0,22.4831,flydsl_bpreshuflle_64x128x256_F8_F8_B16_1x0x4x2_default,859.64,1888.86,0.0
gfx950,256,512,6144,2048,torch.float8_e4m3fn,flydsl,702,0,12.1796,flydsl_bpreshuflle_64x192x256_F8_F8_B16_1x2x4x2_default,1057.91,1635.76,0.0
gfx950,256,512,6144,3072,torch.float8_e4m3fn,flydsl,212,0,16.3565,flydsl_bpreshuflle_64x192x256_F8_F8_B16_1x0x4x2_default,1181.63,1634.74,0.0
gfx950,256,512,6144,6144,torch.float8_e4m3fn,flydsl,460,0,29.8384,flydsl_bpreshuflle_64x192x256_F8_F8_B16_1x1x4x2_default,1295.47,1581.38,0.0
gfx950,256,1024,6144,2048,torch.float8_e4m3fn,flydsl,954,0,19.3652,flydsl_bpreshuflle_128x192x256_F8_F8_B16_1x3x4x2_default,1330.73,1407.83,0.0
gfx950,256,1024,6144,3072,torch.float8_e4m3fn,flydsl,234,0,26.9088,flydsl_bpreshuflle_128x128x256_F8_F8_B16_1x0x4x2_default,1436.51,1285.94,0.0
gfx950,256,1024,6144,6144,torch.float8_e4m3fn,flydsl,954,0,46.4606,flydsl_bpreshuflle_128x192x256_F8_F8_B16_1x3x4x2_default,1663.98,1218.73,0.0
gfx950,256,2048,6144,2048,torch.float8_e4m3fn,flydsl,1640,0,30.5448,flydsl_bpreshuflle_128x192x256_F8_F8_B16_1x1x4x1_default,1687.34,1373.16,0.0
gfx950,256,2048,6144,3072,torch.float8_e4m3fn,flydsl,1640,0,42.4077,flydsl_bpreshuflle_128x192x256_F8_F8_B16_1x1x4x1_default,1823.0,1186.85,0.0
gfx950,256,2048,6144,6144,torch.float8_e4m3fn,flydsl,1392,0,74.7692,flydsl_bpreshuflle_128x192x256_F8_F8_B16_1x0x4x1_default,2067.95,1009.74,0.0
gfx950,256,4096,6144,2048,torch.float8_e4m3fn,flydsl,727,0,58.3986,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x4x2_default,1765.1,1220.97,0.0
gfx950,256,4096,6144,3072,torch.float8_e4m3fn,flydsl,1882,0,74.2539,flydsl_bpreshuflle_128x192x256_F8_F8_B16_1x2x4x1_default,2082.3,1101.48,0.0
gfx950,256,4096,6144,6144,torch.float8_e4m3fn,flydsl,727,0,131.9111,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x4x2_default,2344.29,858.5,0.0
gfx950,256,8192,6144,2048,torch.float8_e4m3fn,flydsl,727,0,104.8495,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x4x2_default,1966.23,1240.1,0.0
gfx950,256,8192,6144,3072,torch.float8_e4m3fn,flydsl,727,0,141.2859,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x4x2_default,2188.74,1024.19,0.0
gfx950,256,8192,6144,6144,torch.float8_e4m3fn,flydsl,727,0,246.1422,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x4x2_default,2512.67,766.81,0.0
gfx950,256,16384,6144,2048,torch.float8_e4m3fn,flydsl,727,0,194.4482,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x4x2_default,2120.45,1272.65,0.0
gfx950,256,16384,6144,3072,torch.float8_e4m3fn,flydsl,1641,0,270.2856,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x1x4x1_default,2288.23,1000.91,0.0
gfx950,256,16384,6144,6144,torch.float8_e4m3fn,flydsl,727,0,477.2124,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x4x2_default,2592.03,711.92,0.0
gfx950,256,32768,6144,2048,torch.float8_e4m3fn,flydsl,727,0,377.6934,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x4x2_default,2183.34,1277.08,0.0
gfx950,256,32768,6144,3072,torch.float8_e4m3fn,flydsl,1641,0,537.4606,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x1x4x1_default,2301.47,971.59,0.0
gfx950,256,32768,6144,6144,torch.float8_e4m3fn,cktile,55,0,994.477,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_128x192x128_1x4x1_16x16x128_default,2487.64,645.29,0.0
