gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,304,32768,512,7168,ck,0,0,363.4847,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,661.7,748.6,0.0
gfx942,304,32768,2112,7168,ck,0,0,1348.5752,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,735.69,288.03,0.0
gfx942,304,32768,3072,1536,ck,0,0,419.8913,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,736.47,610.58,0.0
gfx942,304,32768,4096,512,ck,0,0,267.7638,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,513.28,1073.0,0.0
gfx942,304,32768,7168,2048,ck,0,0,1205.4161,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,798.12,457.56,0.0
gfx950,256,1,128,7168,ck,11,3,5.6664,a8w8_blockscale_1x128x128_256x32x64x128_16x16_16x16_2x1_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,0.32,163.23,0.0
gfx950,256,1,512,7168,ck,8,0,22.2417,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0.33,165.37,0.0
gfx950,256,1,1024,7168,ck,8,0,22.7838,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0.64,322.56,0.0
gfx950,256,1,2112,7168,ck,8,0,22.4396,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,1.35,675.15,0.0
gfx950,256,1,2240,7168,ck,8,0,22.4289,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,1.43,716.4,0.0
gfx950,256,1,3072,1536,ck,8,0,6.5611,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,1.44,720.35,0.0
gfx950,256,1,4096,512,cktile,1,0,3.3013,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x128_intrawave_0x1x0_2,1.27,637.89,0.0
gfx950,256,1,4096,7168,ck,8,0,22.7643,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.58,1290.42,0.0
gfx950,256,1,4608,7168,ck,8,0,22.7223,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.91,1454.37,0.0
gfx950,256,1,6144,1536,ck,8,0,6.3579,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.97,1486.5,0.0
gfx950,256,1,7168,256,ck,8,0,2.9182,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,1.26,633.82,0.0
gfx950,256,1,7168,512,ck,13,0,4.049,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,1.81,910.07,0.0
gfx950,256,1,7168,2048,ck,8,0,7.9966,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,3.67,1837.84,0.0
gfx950,256,1,7168,2304,ck,8,0,9.5203,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,3.47,1736.47,0.0
gfx950,256,1,7168,4096,ck,7,2,9.0283,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,6.5,3254.05,0.0
gfx950,256,1,7168,4608,ck,8,1,12.4013,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.33,2664.97,0.0
gfx950,256,1,7168,16384,ck,8,0,50.6751,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,4.64,2318.13,0.0
gfx950,256,1,7168,18432,ck,8,0,57.4061,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,4.6,2302.08,0.0
gfx950,256,1,8192,512,ck,8,0,3.8526,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.18,1093.08,0.0
gfx950,256,1,8192,1536,ck,8,0,6.2691,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,4.01,2009.99,0.0
gfx950,256,1,9216,7168,ck,6,3,18.249,a8w8_blockscale_1x128x128_256x16x64x128_8x16_16x16_1x1_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,7.24,3621.34,0.0009
gfx950,256,1,11264,1536,ck,8,0,7.5534,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,4.58,2293.74,0.0
gfx950,256,1,12288,1536,ck,8,0,7.7799,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,4.85,2429.4,0.0
gfx950,256,1,14336,1536,ck,8,0,8.0858,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.45,2727.04,0.0
gfx950,256,1,16384,512,ck,8,0,4.6738,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,3.59,1801.94,0.0
gfx950,256,1,20480,1536,ck,7,0,8.6493,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,7.27,3641.89,0.0
gfx950,256,1,24576,1536,ck,8,0,9.3079,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,8.11,4061.0,0.0
gfx950,256,1,32768,512,ck,8,0,5.2866,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,6.35,3186.03,0.0
gfx950,256,1,32768,1536,ck,8,0,11.0399,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,9.12,4565.14,0.0
gfx950,256,1,36864,7168,ck,8,0,51.5672,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,10.25,5125.78,0.0
gfx950,256,2,128,7168,ck,6,3,5.5318,a8w8_blockscale_1x128x128_256x16x64x128_8x16_16x16_1x1_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,0.66,168.54,0.0
gfx950,256,2,512,7168,ck,8,0,22.2604,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0.66,165.6,0.0
gfx950,256,2,1024,7168,ck,8,0,22.8521,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,1.28,322.0,0.0
gfx950,256,2,2112,7168,ck,8,0,22.4493,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.7,675.37,0.0
gfx950,256,2,2240,7168,ck,8,0,22.4022,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.87,717.77,0.0
gfx950,256,2,3072,1536,ck,8,0,6.4642,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.92,732.33,0.0
gfx950,256,2,4096,512,ck,8,0,3.401,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.47,621.75,0.0
gfx950,256,2,4096,7168,ck,8,0,22.7895,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.15,1289.67,0.0
gfx950,256,2,4608,7168,ck,8,0,22.751,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.81,1453.25,0.0
gfx950,256,2,6144,1536,ck,8,0,6.4194,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.88,1474.41,0.0
gfx950,256,2,7168,256,ck,8,0,2.908,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.52,641.06,0.0
gfx950,256,2,7168,512,ck,13,0,4.0902,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,3.59,904.53,0.0
gfx950,256,2,7168,2048,ck,8,0,8.4117,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,6.98,1749.09,0.0
gfx950,256,2,7168,2304,ck,8,0,8.8052,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,7.5,1879.38,0.0
gfx950,256,2,7168,4096,ck,13,2,9.9816,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,11.77,2945.12,0.0
gfx950,256,2,7168,4608,ck,8,1,11.8875,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,11.11,2781.75,0.0
gfx950,256,2,7168,16384,ck,8,0,50.6878,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,9.27,2318.15,0.0
gfx950,256,2,7168,18432,ck,8,0,57.2045,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,9.24,2310.76,0.0
gfx950,256,2,8192,512,ck,13,0,3.7538,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,4.47,1126.35,0.0
gfx950,256,2,8192,1536,ck,8,0,6.2933,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,8.0,2005.11,0.0
gfx950,256,2,9216,7168,ck,5,3,18.6213,a8w8_blockscale_1x128x128_256x16x128x128_8x16_16x16_1x2_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,14.19,3550.32,0.0016
gfx950,256,2,11264,1536,ck,8,0,6.4805,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,10.68,2677.21,0.0
gfx950,256,2,12288,1536,ck,8,0,6.5398,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,11.54,2894.06,0.0
gfx950,256,2,14336,1536,ck,8,0,8.0887,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,10.89,2729.8,0.0
gfx950,256,2,16384,512,ck,8,0,4.7294,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,7.09,1787.79,0.0
gfx950,256,2,20480,1536,ck,7,0,8.6736,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,14.51,3636.58,0.0
gfx950,256,2,24576,1536,ck,8,0,9.316,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,16.21,4062.91,0.0
gfx950,256,2,32768,512,ck,8,0,5.3243,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,12.6,3175.88,0.0
gfx950,256,2,32768,1536,ck,8,0,11.0733,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,18.18,4557.43,0.0
gfx950,256,2,36864,7168,ck,8,0,51.4438,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,20.55,5139.65,0.0
gfx950,256,3,8192,512,ck,13,0,3.7574,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,6.7,1129.77,0.0
gfx950,256,4,128,7168,ck,6,3,5.6099,a8w8_blockscale_1x128x128_256x16x64x128_8x16_16x16_1x1_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,1.31,168.84,0.002
gfx950,256,4,512,7168,ck,8,0,22.3068,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,1.32,165.99,0.0
gfx950,256,4,1024,7168,ck,8,0,22.8322,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.57,323.09,0.0
gfx950,256,4,2112,7168,ck,8,0,22.473,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.39,675.67,0.0
gfx950,256,4,2240,7168,ck,8,0,22.434,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.73,717.79,0.0
gfx950,256,4,3072,1536,ck,8,0,6.7718,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.57,701.34,0.0
gfx950,256,4,4096,512,cktile,0,0,3.2399,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x128_intrawave_0x1x0_1,5.18,658.04,0.0
gfx950,256,4,4096,7168,ck,8,0,22.7401,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,10.33,1293.82,0.0
gfx950,256,4,4608,7168,ck,8,0,22.8359,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,11.57,1449.28,0.0
gfx950,256,4,6144,1536,ck,8,0,6.3927,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,11.81,1484.89,0.0
gfx950,256,4,7168,256,ck,8,0,2.9298,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.01,646.25,0.0
gfx950,256,4,7168,512,ck,13,0,4.0665,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,7.22,917.11,0.0
gfx950,256,4,7168,2048,ck,8,0,8.3038,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,14.14,1775.77,0.0
gfx950,256,4,7168,2304,ck,8,0,8.8224,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,14.98,1879.49,0.0
gfx950,256,4,7168,4096,ck,6,3,10.0028,a8w8_blockscale_1x128x128_256x16x64x128_8x16_16x16_1x1_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,23.48,2942.56,0.0
gfx950,256,4,7168,4608,ck,8,1,11.7173,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,22.55,2825.39,0.0
gfx950,256,4,7168,16384,ck,8,0,50.7328,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,18.52,2317.31,0.0
gfx950,256,4,7168,18432,ck,8,0,57.5155,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,18.38,2299.41,0.0
gfx950,256,4,8192,512,ck,13,0,3.7798,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,8.88,1127.54,0.0
gfx950,256,4,8192,1536,ck,8,0,6.3334,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,15.89,1998.07,0.0
gfx950,256,4,9216,7168,ck,8,2,18.433,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,28.67,3589.36,0.0
gfx950,256,4,11264,1536,ck,8,0,6.5359,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,21.18,2661.88,0.0
gfx950,256,4,12288,1536,ck,8,0,7.7422,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,19.5,2451.35,0.0
gfx950,256,4,14336,1536,ck,8,0,8.0317,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,21.93,2756.69,0.0
gfx950,256,4,16384,512,ck,8,0,4.6944,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,14.3,1815.3,0.0
gfx950,256,4,20480,1536,ck,7,0,8.7372,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,28.8,3619.84,0.0
gfx950,256,4,24576,1536,ck,8,0,9.41,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,32.09,4033.1,0.0
gfx950,256,4,32768,512,ck,8,0,5.3284,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,25.19,3198.22,0.0
gfx950,256,4,32768,1536,ck,8,0,11.1225,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,36.2,4549.33,0.0
