gfx,cu_num,M,N,K,q_dtype_w,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,4,3072,5120,torch.float8_e4m3fn,flydsl,849,0,8.9695,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x3x0x2_default,14.03,1758.59,0.0
gfx950,256,8,3072,5120,torch.float8_e4m3fn,flydsl,1059,0,9.2386,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x4x0x2_default,27.24,1712.25,0.0
gfx950,256,16,3072,5120,torch.float8_e4m3fn,ck,24,0,9.2932,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,54.16,1711.88,0.0
gfx950,256,32,3072,5120,torch.float8_e4m3fn,flydsl,2117,0,9.3029,flydsl_bpreshuflle_16x64x512_F8_F8_B16_0x4x0x1_default,108.21,1729.47,0.0
gfx950,256,64,3072,5120,torch.float8_e4m3fn,ck,11,0,9.3977,a8w8_bpreshuffle_256x16x64x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v1,214.23,1750.38,0.0
gfx950,256,128,3072,5120,torch.float8_e4m3fn,flydsl,686,0,10.6193,flydsl_bpreshuflle_32x64x512_F8_F8_B16_1x2x4x2_default,379.17,1616.91,0.0
gfx950,256,256,3072,5120,torch.float8_e4m3fn,flydsl,2273,0,14.1568,flydsl_bpreshuflle_32x64x512_F8_F8_B16_1x4x4x1_default,568.85,1314.72,0.0
gfx950,256,512,3072,5120,torch.float8_e4m3fn,flydsl,700,0,19.4005,flydsl_bpreshuflle_64x128x256_F8_F8_B16_1x2x4x2_default,830.19,1108.0,0.0
gfx950,256,1024,3072,5120,torch.float8_e4m3fn,flydsl,212,0,25.5209,flydsl_bpreshuflle_64x192x256_F8_F8_B16_1x0x4x2_default,1262.19,1068.26,0.0
gfx950,256,2048,3072,5120,torch.float8_e4m3fn,ck,149,0,40.1145,a8w8_bpreshuffle_256x128x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1606.02,967.16,0.0
gfx950,256,4096,3072,5120,torch.float8_e4m3fn,flydsl,1578,0,65.9403,flydsl_bpreshuflle_128x192x256_F8_F8_B16_1x1x0x1_default,1954.03,938.21,0.0
gfx950,256,8192,3072,5120,torch.float8_e4m3fn,flydsl,1330,0,119.0896,flydsl_bpreshuflle_128x192x256_F8_F8_B16_1x0x0x1_default,2163.9,906.91,0.0
gfx950,256,16384,3072,5120,torch.float8_e4m3fn,flydsl,727,0,213.1608,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x4x2_default,2417.87,939.56,0.0
gfx950,256,32768,3072,5120,torch.float8_e4m3fn,flydsl,1393,0,436.2366,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x0x4x1_default,2362.92,882.15,0.0
gfx950,256,1,3584,5120,torch.float8_e4m3fn,flydsl,435,0,8.886,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x1x4x2_default,4.13,2066.44,0.0
gfx950,256,2,3584,5120,torch.float8_e4m3fn,flydsl,435,0,8.9358,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x1x4x2_default,8.21,2056.3,0.0
gfx950,256,4,3584,5120,torch.float8_e4m3fn,flydsl,497,0,8.9851,flydsl_bpreshuflle_16x64x512_F8_F8_B16_0x2x0x2_default,16.34,2047.75,0.0
gfx950,256,8,3584,5120,torch.float8_e4m3fn,flydsl,497,0,9.1581,flydsl_bpreshuflle_16x64x512_F8_F8_B16_0x2x0x2_default,32.06,2014.43,0.0
gfx950,256,16,3584,5120,torch.float8_e4m3fn,ck,10,0,8.9223,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,65.81,2078.69,0.0
gfx950,256,32,3584,5120,torch.float8_e4m3fn,ck,10,0,9.0094,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,130.35,2080.42,0.0
gfx950,256,64,3584,5120,torch.float8_e4m3fn,flydsl,187,0,9.6959,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x0x4x2_default,242.25,1973.67,0.0
gfx950,256,128,3584,5120,torch.float8_e4m3fn,flydsl,1722,0,10.74,flydsl_bpreshuflle_32x64x512_F8_F8_B16_0x2x4x1_default,437.39,1855.02,0.0
gfx950,256,256,3584,5120,torch.float8_e4m3fn,ck,114,0,15.7053,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,598.22,1368.7,0.0
gfx950,256,512,3584,5120,torch.float8_e4m3fn,flydsl,928,0,20.001,flydsl_bpreshuflle_64x128x256_F8_F8_B16_1x3x4x2_default,939.48,1232.02,0.0
gfx950,256,1024,3584,5120,torch.float8_e4m3fn,flydsl,952,0,29.126,flydsl_bpreshuflle_128x128x256_F8_F8_B16_1x3x4x2_default,1290.29,1062.04,0.0
gfx950,256,2048,3584,5120,torch.float8_e4m3fn,flydsl,482,0,45.8589,flydsl_bpreshuflle_128x128x256_F8_F8_B16_1x1x4x2_default,1638.98,948.91,0.0
gfx950,256,4096,3584,5120,torch.float8_e4m3fn,flydsl,1455,0,77.242,flydsl_bpreshuflle_128x256x128_F8_F8_B16_0x1x0x1_default,1946.14,889.18,0.0
gfx950,256,8192,3584,5120,torch.float8_e4m3fn,flydsl,1207,0,140.1889,flydsl_bpreshuflle_128x256x128_F8_F8_B16_0x0x0x1_default,2144.59,848.95,0.0
gfx950,256,16384,3584,5120,torch.float8_e4m3fn,flydsl,727,0,250.1309,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x4x2_default,2403.92,878.25,0.0
gfx950,256,32768,3584,5120,torch.float8_e4m3fn,flydsl,727,0,499.8839,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x4x2_default,2405.74,842.2,0.0
gfx950,256,1,5120,1536,torch.float8_e4m3fn,flydsl,737,0,4.9162,flydsl_bpreshuflle_16x64x512_F8_F8_B16_0x3x0x2_default,3.2,1602.07,0.0
gfx950,256,1,5120,3072,torch.float8_e4m3fn,flydsl,125,0,6.6663,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x0x0x2_default,4.72,2361.42,0.0
gfx950,256,2,5120,1536,torch.float8_e4m3fn,flydsl,497,0,4.8958,flydsl_bpreshuflle_16x64x512_F8_F8_B16_0x2x0x2_default,6.43,1611.15,0.0
gfx950,256,2,5120,3072,torch.float8_e4m3fn,flydsl,677,0,6.604,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x2x4x2_default,9.53,2385.72,0.0
gfx950,256,4,5120,1536,torch.float8_e4m3fn,flydsl,961,0,4.9146,flydsl_bpreshuflle_16x64x512_F8_F8_B16_0x4x0x2_default,12.8,1609.78,0.0
gfx950,256,4,5120,3072,torch.float8_e4m3fn,flydsl,905,0,6.6859,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x3x4x2_default,18.82,2360.47,0.0
gfx950,256,8,5120,1536,torch.float8_e4m3fn,flydsl,961,0,4.9298,flydsl_bpreshuflle_16x64x512_F8_F8_B16_0x4x0x2_default,25.52,1614.37,0.0
gfx950,256,8,5120,3072,torch.float8_e4m3fn,flydsl,187,0,6.7773,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x0x4x2_default,37.13,2336.5,0.0
gfx950,256,16,5120,1536,torch.float8_e4m3fn,flydsl,961,0,4.9809,flydsl_bpreshuflle_16x64x512_F8_F8_B16_0x4x0x2_default,50.52,1616.72,0.0
gfx950,256,16,5120,3072,torch.float8_e4m3fn,ck,10,0,6.2939,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,79.97,2532.87,0.0
gfx950,256,32,5120,1536,torch.float8_e4m3fn,flydsl,961,0,5.0848,flydsl_bpreshuflle_16x64x512_F8_F8_B16_0x4x0x2_default,98.98,1620.74,0.0
gfx950,256,32,5120,3072,torch.float8_e4m3fn,flydsl,677,0,6.9595,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x2x4x2_default,144.64,2321.23,0.0
gfx950,256,64,5120,1536,torch.float8_e4m3fn,flydsl,746,0,5.4414,flydsl_bpreshuflle_32x64x512_F8_F8_B16_0x3x0x2_default,185.0,1583.78,0.0
gfx950,256,64,5120,3072,torch.float8_e4m3fn,flydsl,2126,0,7.7305,flydsl_bpreshuflle_32x64x512_F8_F8_B16_0x4x0x1_default,260.43,2144.83,0.0
gfx950,256,128,5120,1536,torch.float8_e4m3fn,flydsl,72,0,6.8539,flydsl_bpreshuflle_32x64x512_F8_F8_B16_0x0x4x2_default,293.74,1367.35,0.0
gfx950,256,128,5120,3072,torch.float8_e4m3fn,flydsl,1842,0,10.2698,flydsl_bpreshuflle_32x64x512_F8_F8_B16_1x2x4x1_default,392.08,1697.46,0.0
gfx950,256,256,5120,1536,torch.float8_e4m3fn,flydsl,456,0,8.2822,flydsl_bpreshuflle_64x64x256_F8_F8_B16_1x1x4x2_default,486.17,1313.54,0.0
gfx950,256,256,5120,3072,torch.float8_e4m3fn,flydsl,580,0,12.5333,flydsl_bpreshuflle_64x128x256_F8_F8_B16_0x2x4x2_default,642.53,1526.85,0.0
gfx950,256,512,5120,1536,torch.float8_e4m3fn,flydsl,700,0,11.0751,flydsl_bpreshuflle_64x128x256_F8_F8_B16_1x2x4x2_default,727.13,1254.49,0.0
gfx950,256,512,5120,3072,torch.float8_e4m3fn,flydsl,458,0,17.149,flydsl_bpreshuflle_64x128x256_F8_F8_B16_1x1x4x2_default,939.19,1314.62,0.0
gfx950,256,1024,5120,1536,torch.float8_e4m3fn,flydsl,952,0,16.2077,flydsl_bpreshuflle_128x128x256_F8_F8_B16_1x3x4x2_default,993.73,1229.23,0.0
gfx950,256,1024,5120,3072,torch.float8_e4m3fn,flydsl,952,0,25.5057,flydsl_bpreshuflle_128x128x256_F8_F8_B16_1x3x4x2_default,1262.94,1151.12,0.0
gfx950,256,2048,5120,1536,torch.float8_e4m3fn,flydsl,1265,0,23.8155,flydsl_bpreshuflle_128x128x128_F8_F8_B16_0x0x4x1_default,1352.58,1342.89,0.0
gfx950,256,2048,5120,3072,torch.float8_e4m3fn,flydsl,952,0,41.4994,flydsl_bpreshuflle_128x128x256_F8_F8_B16_1x3x4x2_default,1552.42,1035.96,0.0
gfx950,256,4096,5120,1536,torch.float8_e4m3fn,flydsl,481,0,43.2477,flydsl_bpreshuflle_128x128x128_F8_F8_B16_1x1x4x2_default,1489.66,1297.15,0.0
gfx950,256,4096,5120,3072,torch.float8_e4m3fn,flydsl,481,0,72.8253,flydsl_bpreshuflle_128x128x128_F8_F8_B16_1x1x4x2_default,1769.29,964.7,0.0
gfx950,256,8192,5120,1536,torch.float8_e4m3fn,flydsl,1763,0,74.7816,flydsl_bpreshuflle_128x256x128_F8_F8_B16_0x2x4x1_default,1723.0,1395.17,0.0
gfx950,256,8192,5120,3072,torch.float8_e4m3fn,flydsl,727,0,123.9919,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x4x2_default,2078.35,1006.36,0.0
gfx950,256,16384,5120,1536,torch.float8_e4m3fn,flydsl,1641,0,135.4446,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x1x4x1_default,1902.61,1482.54,0.0
gfx950,256,16384,5120,3072,torch.float8_e4m3fn,flydsl,727,0,226.9333,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x4x2_default,2271.13,1030.4,0.0
gfx950,256,32768,5120,1536,torch.float8_e4m3fn,flydsl,1641,0,253.5291,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x1x4x1_default,2032.89,1553.04,0.0
gfx950,256,32768,5120,3072,torch.float8_e4m3fn,flydsl,727,0,443.4313,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x4x2_default,2324.58,1019.18,0.0
gfx950,256,1,6144,5120,torch.float8_e4m3fn,flydsl,737,0,9.4738,flydsl_bpreshuflle_16x64x512_F8_F8_B16_0x3x0x2_default,6.64,3322.29,0.0
gfx950,256,2,6144,5120,torch.float8_e4m3fn,flydsl,249,0,9.6518,flydsl_bpreshuflle_16x64x512_F8_F8_B16_0x1x0x2_default,13.04,3262.82,0.0
gfx950,256,4,6144,5120,torch.float8_e4m3fn,flydsl,1108,0,9.6331,flydsl_bpreshuflle_16x64x512_F8_F8_B16_1x4x4x2_default,26.12,3272.77,0.0
gfx950,256,8,6144,5120,torch.float8_e4m3fn,flydsl,1653,0,9.9355,flydsl_bpreshuflle_16x64x512_F8_F8_B16_0x2x0x1_default,50.66,3180.17,0.0
gfx950,256,16,6144,5120,torch.float8_e4m3fn,ck,10,0,8.8935,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,113.19,3568.43,0.0
gfx950,256,32,6144,5120,torch.float8_e4m3fn,flydsl,311,0,10.2614,flydsl_bpreshuflle_16x64x512_F8_F8_B16_0x1x4x2_default,196.2,3119.88,0.0
gfx950,256,64,6144,5120,torch.float8_e4m3fn,flydsl,1722,0,11.443,flydsl_bpreshuflle_32x64x512_F8_F8_B16_0x2x4x1_default,351.88,2846.4,0.0
gfx950,256,128,6144,5120,torch.float8_e4m3fn,flydsl,456,0,16.0817,flydsl_bpreshuflle_64x64x256_F8_F8_B16_1x1x4x2_default,500.76,2094.65,0.0
gfx950,256,256,6144,5120,torch.float8_e4m3fn,flydsl,210,0,20.1222,flydsl_bpreshuflle_64x128x256_F8_F8_B16_1x0x4x2_default,800.42,1784.78,0.0
gfx950,256,512,6144,5120,torch.float8_e4m3fn,flydsl,702,0,25.6595,flydsl_bpreshuflle_64x192x256_F8_F8_B16_1x2x4x2_default,1255.37,1573.3,0.0
gfx950,256,1024,6144,5120,torch.float8_e4m3fn,flydsl,484,0,41.7458,flydsl_bpreshuflle_128x192x256_F8_F8_B16_1x1x4x2_default,1543.26,1180.55,0.0
gfx950,256,2048,6144,5120,torch.float8_e4m3fn,flydsl,1392,0,65.462,flydsl_bpreshuflle_128x192x256_F8_F8_B16_1x0x4x1_default,1968.3,1025.16,0.0
gfx950,256,4096,6144,5120,torch.float8_e4m3fn,flydsl,667,0,119.2817,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x0x2_default,2160.42,861.49,0.0
gfx950,256,8192,6144,5120,torch.float8_e4m3fn,flydsl,727,0,213.9618,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x4x2_default,2408.82,813.53,0.0
gfx950,256,16384,6144,5120,torch.float8_e4m3fn,flydsl,727,0,412.6649,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x4x2_default,2497.89,767.38,0.0
gfx950,256,32768,6144,5120,torch.float8_e4m3fn,cktile,121,0,817.511,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_160x192x128_1x4x1_16x16x128_default,2521.78,736.24,0.0
